,Title,1Similar,2Similar,3Similar,4Similar,5Similar,6Similar
1805,"पुलिस और बदमाशों के बीच मुठभेड़, गोली लगने से दो बदमाश हुए घायल","नोएडा पुलिस ने मुठभेड़ में बदमाशों को दिया मुंहतोड़ जवाब, लूट ली थी ओला कैब",नीली बत्ती लगी गाड़ी में आए बदमाश और लूट लिए करोड़ों रुपए के  जेवरात ,"उत्तर प्रदेश : वाराणसी पुलिस के हत्थे चढ़ा 25 हजार का इनामी बदमाश, दर्ज थे कई संगीन मामले","बदायूं पुलिस से मुठभेड़ के दौरान हत्थे चढ़ा इनामी बदमाश, दर्ज थे कई संगीन मामले","जम्मू कश्मीर के आतंकियों के खिलाफ सबसे बड़ा ऑपरेशन, 11 आतंकवादी ढेर,  एक जिंदा पकड़ा गया","जम्मू-कश्मीर: अनंतनाग और शोपियां में 3 मुठभेड़ में 10 आतंकी ढेर, 3 जवान घायल"
1806,"In Pics: रणवीर सिंह के साथ सैलून पहुंचीं दीपिका पादुकोण, देखें खूबसूरत अदाएं",IN PICS: सादे लिबास में मां के साथ डिनर करने निकलीं अदिति राव हैदरी,"In Pics: ‘अक्टूबर’ की स्क्रीनिंग में अर्जुन कपूर, अदित राव हैदरी और तापसी पन्नू समेत कई सितारे हुए शामिल","IPL मैच देखने के बाद अबराम और सुहाना के साथ कोलकाता से वापस लौटे SRK, देखें तस्वीरें",मुंबई: जेल से रिहा होने के बाद एक स्कूल में बच्चों के बीच दिखे सलमान,"MIvDD: दिल्ली डेयरडेविल्स ने टॉस जीतकर चुनी पहले गेंदबाज़ी, पांड्या की वापसी",MI vs DD: रोहित ने चली ऐसी चाल कि वानखेड़े में आया रिकॉर्ड तूफान!
1807,AP Inter 2nd Year Results 2018: आंध्र प्रदेश एजुकेशन बोर्ड के 12वीं क्लास के रिजल्ट आज 3 बजे आएंगे,आंध्र प्रदेश यूनिवर्सिटी की वेबसाइट हुई हैक,RPSC Recruitment 2018: 8162 सीनियर टीचर की पोस्ट के लिए यहां करें अप्लाई,Assam Police Recruitment 2018: पुलिस में इस पद पर निकली हैं नौकरियां,Arunachal Pradesh Police Recruitment 2018: हेड कांस्टेबल की पोस्ट के लिए करें अप्लाई,जल्द ही उत्तर प्रदेश कांग्रेस को मिलेगा नया प्रदेश अध्यक्षः राहुल गांधी,"'बागी 2' ने दूसरे दिन भी कर डाली जबरदस्त कमाई, ये रहा दो दिनों का Box Office Collection"
1808,उन्नाव केस: FIR दर्ज होने के बाद भी आरोपी बीजेपी विधायक की गिरफ्तारी क्यों नहीं ? देखिए बड़ी बहस,"उन्नाव केस: आरोपी विधायक के खिलाफ पॉक्सो एक्ट में FIR, पीड़ित के चाचा ने की गिरफ्तारी की मांग",उन्नाव गैंगरेप केस: पॉक्सो एक्ट में FIR के बाद भी क्यों गिरफ्तार नहीं हो रहा आरोपी विधायक ?,"उन्नाव केस: आरोपी विधायक की गिरफ्तारी पर फैसला CBI लेगी, पॉक्सो एक्ट में दर्ज हुई है FIR","बड़ी बहस: आंबेडकर तो बहाना है, दलितों को रिझाना है",उन्नाव गैंगरेप केस: बहस के दौरान बीजेपी विधायक ने पीड़िता के चरित्र पर उठाए सवाल,राजधर्म: 'बलात्कार' के आरोपियों का भी कोई धर्म होता है क्या? देखिए बड़ी बहस
1809,एक्शन फिल्म 'साहो' में शर्टलेस नज़र नहीं आएंगे प्रभास,बॉलीवुड के डायरेक्टर हंसल मेहता कपिल शर्मा की भाषा को बताया निंदनीय,"कपिल शर्मा के बचाव में आए कृष्णा अभिषेक, कहा- बुरा इंसान नहीं है कॉमेडियन","बहन जाह्नवी की ड्रेस पर आया कमेंट तो भड़क उठे भाई अर्जुन, ट्वीट कर दी गालियां",तस्वीरों में: कपिल को किसका मिला साथ और किसने किया उन्हें निराश,"विवादों से घिरे कपिल शर्मा के स्पोर्ट में आए कीकू शारदा, कही ये बड़ी बात",हर दिन करीब 23 गोलियों के डोज़ ले रहे हैं कपिल शर्मा: रिपोर्ट
1810,पुलिस छापेमारी के दौरान इमारत से गिर कर दो सेक्स वर्करों की मौत,"स्कूल से घर लौट रही नाबालिग छात्रा से रेप, सड़क से उठा ले गया था आरोपी","टीचर ने छात्रा की बेरहमी से की पिटाई, सीढ़ियों से दिया धक्का","महिला को निर्वस्त्र कर पीटा, वीडियो बना कर सोशल मीडिया पर किया वायरल",उत्तर प्रदेश : फिरोजाबाद में तोड़ी गई अंबेडकर की प्रतिमा ,"राजस्थान में नाबालिग लड़की के साथ गैंगरेप, आरोपियों ने वारदात का वीडियो किया वायरल","पूर्व एनएसजी कमांडो ने सरपंच को उतारा मौत के घाट, मारी आधा दर्जन गोलियां"
1811,Redmi Note 5 Pro खरीदना चाहते हैं तो कल से शुरु हो रहे हैं इसके Pre-Order,आज दोपहर 12 बजे से Redmi Note 5 प्रो के प्री-ऑर्डर होंगे शुरू,आज दोपहर 12 बजे से Redmi Note 5 प्रो के प्री-ऑर्डर होंगे शुरु,लॉन्च से पहले आई शाओमी के फर्स्ट गेमिंग स्मार्टफोन Black Shark की लाइव तस्वीर,25 अप्रैल को लॉन्च होगा बजट रेंज वाला बेहतरीन Mi A2 स्मार्टफोन,एबीपी न्यूज़ पर अभी तक की बड़ी खबरें,स्मार्टफोन की लत लगने पर होती हैं ये परेशानियां
1812,"CWG 2018: तेजस्विनी सावंत ने जीता सिल्वर, शूटिंग में भारत का 12वां मेडल","CWG 2018: नया रिकॉर्ड बनाकर तेजस्विनी सावंत ने जीता गोल्ड, अंजुम को मिला सिल्वर","CWG 2018: भारतीय मुक्केबाजों के नाम रहा 10 वां दिन, खिलाड़ियों ने अपने नाम किए कुल 17 मेडल्स","CWG 2018: भारतीय मुक्केबाजों के नाम रहा 10 वां दिन, खिलाड़ियों ने अपने नाम किए कुल 17 मेडल्स","CWG 2018: भारतीय मुक्केबाजों के नाम रहा 10 वां दिन, खिलाड़ियों ने अपने नाम किए कुल 17 मेडल्स",CWG 2018: अनीष ने नया रिकॉर्ड बनाते हुए 15 साल की उम्र में जीता गोल्ड,"CWG 2018: डिस्कस थ्रो में भारत ने जीते दो मेडल, सीमा पुनिया ने जीता सिल्वर तो वहीं ढिल्लन ने भी अपने नाम किया ब्रॉन्ज"
1813,"एक बार फिर से पीएम मोदी से मिलीं प्रियंका चोपड़ा, देखें बुक लॉन्चिंग इवेंट की खूबसूरत तस्वीरें",मास्टर स्ट्रोक: खुले में शौच मुक्त भारत के दावों की पड़ताल,"उन्नाव रेप केस में एमनेस्टी ने की निष्पक्ष जांच की मांग, बीजेपी विधायक पर है आरोप","भारत बंद के दौरान बिहार के कई इलाकों में बवाल, नेशनल हाईवे जाम, ट्रेनें रोकी गईं","आरक्षण के खिलाफ सवर्णों का कथित भारत बंद आज, गृह मंत्रालय ने राज्यों को किया अलर्ट","पुष्कर में वीकेंड एंजॉय करने पहुंचीं किश्वर सहित टीवी की कई बड़ी अभिनेत्रियां, देखें तस्वीरें",श्रीदेवी को सर्वश्रेष्ठ अभिनेत्री और विनोद खन्ना को दादा साहब फाल्के पुरस्कार
1814,उत्तर प्रदेश : फिरोजाबाद में तोड़ी गई अंबेडकर की प्रतिमा ,फिरोजाबाद के बाद नोएडा में तोड़ी गई बाबा साहब अंबेडकर की प्रतिमा,अंबेडकर राष्ट्रीय स्मारक: जहां संविधान रचयिता ने ली थी आखिरी सांस,यूपी के सीतापुर में 'अंबेडकर जयंती' के दिन तोड़ी गई अंबेडकर की मूर्ति,Birthday Special: आखिर क्यों लगता है बाबा साहब भीमराव के नाम के पीछे 'अंबेडकर',"अंबेडकर जयंती: यूपी में कड़ी सुरक्षा व्यवस्था, सीएम योगी को दी जाएगी 'दलित मित्र' की उपमा",2019 में बीजेपी की नैया पार लगाएंगे 'दलित मित्र' योगी आदित्यनाथ?
1815,"बेमौसम बारिश ने रोकी शहर की रफ्तार- लोगों की मौत, फसल बर्बाद, रेलमार्ग बाधित","बारिश ने मचाया तांडव, फसल नष्ट होने के सदमे में किसान की मौत","राजस्थान: पाली जिले में सांप्रदायिक हिंसा के बाद फैला तनाव, पुलिसकर्मियों सहित करीब एक दर्जन लोग जख्मी","एक दिन का भारत बंद मतलब 20 हजार करोड़ का नुकसान, समाधान ढूंढे मुसीबतें नहीं","राजस्थान: पाली जिले में सांप्रदायिक हिंसा के बाद फैला तनाव, पुलिसकर्मियों सहित करीब एक दर्जन लोग जख्मी",मथुरा में अवैध रूप से रह रहे 24 बांग्लादेशी समेत रोहिंग्या गिरफ्तार,"IPL 11: घर वापसी में राजस्थान रॉयल्स ने दिखाया दम, डकवर्थ लुइस नियम के मुताबिक दिल्ली की 10 रनों से हार"
1816,"बिहार: आरोपी की गिरफ्तारी में मदद के लिए एएसआई ने मांगी थी 20 हजार की रिश्वत, गिरफ्तार","शादी का वादा कर यौन शोषण करने के आरोप में युवक पर मामला दर्ज, पुलिस को है तलाश","उत्तराखंड शिखर सम्मेलन Live: CM त्रिवेंद्र रावत का दावा, 2020 तक गंगा पूरी तरह प्रदूषण मुक्त होगा","उत्तराखंड शिखर सम्मेलन Live: CM त्रिवेंद्र रावत का हरीश रावत पर हमला, उनकी छुट्टी हो चुकी है","छेड़छाड़ का विरोध करने पर मनचले ने युवती को लगाई आग, पुलिस पर मामला हल्का करने का आरोप","उत्तराखंड शिखर सम्मेलन Live: CM त्रिवेंद्र रावत का हरीश रावत पर हमला, उनकी छुट्टी हो चुकी है","भागलपुर हिंसा: अश्विनी चौबे के बेटे अर्जित का सरेंडर, 14 दिन की न्यायिक हिरासत"
1817,"खाड़ी देशों से भारत ला रहे थे सोना, चेकिंग में एयरपोर्ट पर हुए गिरफ्तार","दिल्ली में कार चोरी के गैंग का पर्दाफाश, 16 लग्जरी कारें बरामद, चार गिरफ्तार",डीआरआई की छापेमारी में सात किलो सोना और 39 लाख रुपए जब्त,"दिल्ली एनसीआर से गाड़ियां चुराकर मणिपुर में बेचते थे, 16 लक्जरी गाड़ियां हुईं बरामद","महिला को निर्वस्त्र कर पीटा, वीडियो बना कर सोशल मीडिया पर किया वायरल","रेप का आरोपी BJP विधायक कुलदीप सेंगर गिरफ्तार, जानिए- गिरफ्तारी की पूरी कहानी","राजस्थान में नाबालिग लड़की के साथ गैंगरेप, आरोपियों ने वारदात का वीडियो किया वायरल"
1818,"'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतारिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें","'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतरिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें","'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतारिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें",Confirmed: टाइगर श्रॉफ के साथ 'स्टूडेंट ऑफ द ईयर 2' में दिखेंगी अनन्या पांडे और तारा सुतारिया,"अनन्या पांडे 12वीं में ही सेलेक्ट हो गईं थी SOTY 2 के ऑडिशंस में, जानिए कौन हैं ये",चंकी पांडे की बेटी अनन्या पांडे की फिल्म 'स्टूडेंट ऑफ द ईयर 2' का फर्स्ट लुक जारी,"अनन्या पांडे 12वीं में ही सेलेक्ट हो गईं थी SOTY 2 के ऑडिशंस में, जानिए कौन हैं ये"
1819,"VIDEO: पाक में प्रेग्नेंट सिंगर को लाइव शो में मारी गोली, फरमाइश पर गाना गाने से किया था इनकार",पाकिस्तान: गर्भवती गायिका का हत्यारा गिरफ्तार,"बैंक कर्मी के शर्मनाक बोल, कहा- कठुआ गैंगरेप पीड़िता बड़ी होकर बन सकती थी आतंकवादी",उन्नाव गैंगरेप कांड: आरोपी बीजेपी विधायक की पत्नी ने पीड़ित परिवार को बताया झूठा,उन्नाव गैंगरेप कांड: आरोपी बीजेपी विधायक की पत्नी ने पीड़ित परिवार को बताया झूठा,"उन्नाव गैंगरेप: SP ने बनाई पांच सदस्यीय फैक्ट फाइंडिंग कमिटी, पीड़ित परिवार से करेगी मुलाकात","उन्नाव गैंगरेप: समाजवादी पार्टी ने बनाई फैक्ट फाइंडिंग कमिटी, पीड़ित परिवार से करेगी मुलाकात"
1820,तीन दिन में रिहा नहीं हुए कांग्रेसी विधायक तो होगा प्रदेश व्यापी आंदोलन : राज बब्बर,"मास्टर स्ट्रोक: योगी राज में बेखौफ हैं खनन माफिया, नदी के बीच जेसीबी मशीनों का इस्तेमाल","सरकार जीरो टालरेंस नीति पर काम कर रही, अपराधी बख्शे नहीं जाएंगे : योगी","उन्नाव गैंगरेप केस: इलाहाबाद HC ने लिया स्वत: संज्ञान, योगी सरकार से तलब की रिपोर्ट","उन्नाव गैंगरेप केस: इलाहाबाद HC ने लिया स्वत: संज्ञान, योगी सरकार से तलब की रिपोर्ट","उन्नाव गैंगरेप केस: इलाहाबाद HC ने लिया स्वत: संज्ञान, योगी सरकार से तलब की रिपोर्ट",उन्नाव-कठुआ रेप के विरोध में आज आधी रात को इंडिया गेट पर कैंडल मार्च में शामिल होंगे राहुल गांधी
1821,"दिल्ली एनसीआर से गाड़ियां चुराकर मणिपुर में बेचते थे, 16 लक्जरी गाड़ियां हुईं बरामद","दिल्ली में कार चोरी के गैंग का पर्दाफाश, 16 लग्जरी कारें बरामद, चार गिरफ्तार","खाड़ी देशों से भारत ला रहे थे सोना, चेकिंग में एयरपोर्ट पर हुए गिरफ्तार",Birthday Special: आखिर क्यों लगता है बाबा साहब भीमराव के नाम के पीछे 'अंबेडकर',"यूपी से गिरफ्तार हुए दाऊद इब्राहिम के तीन गुर्गे, करना चाहते थे शिया वक्फ बोर्ड के चेयरमैन की हत्या","उन्नाव-कठुआ गैंगरेप के खिलाफ राहुल गांधी का कैंडल मार्च, कहा- यह राष्ट्रीय मुद्दा है, राजनीतिक नहीं","उन्नाव-कठुआ गैंगरेप के खिलाफ राहुल गांधी का कैंडल मार्च, कहा- यह राष्ट्रीय मुद्दा है, राजनीतिक नहीं"
1822,"महिला को निर्वस्त्र कर पीटा, वीडियो बना कर सोशल मीडिया पर किया वायरल","राजस्थान में नाबालिग लड़की के साथ गैंगरेप, आरोपियों ने वारदात का वीडियो किया वायरल","छोटी बहन ने परिवार की मर्जी के खिलाफ की थी शादी, भाई ने जीजा को मार दी गोली",पुलिस छापेमारी के दौरान इमारत से गिर कर दो सेक्स वर्करों की मौत,उन्नाव गैंगरेप कांड की सीबीआई जांच के लिए सुप्रीम कोर्ट में याचिका दायर,"यूपी: आश्रम में खाना बनवाने ले गया था बाबा, दो साल तक करता रहा रेप","उन्नाव गैंगरेप: SIT जांच के एलान के साथ एडीजी का दावा, पीड़ित के पिता की कस्टडी में नहीं हुई मौत"
1823,Jio Vs Airtel: 249 रु. और 349 रु. के प्लान में कौन है किसपर भारी?,"249 रुपये में Airtel दे रहा है 56GB डेटा और अनलिमिटेड कॉल्स, तो वहीं Jio को टक्कर देने के लिए अपने 349 रुपये वाले प्लान में भी किए बदवाल","249 रुपये में Airtel देगा 56GB डेटा-अनलिमिटेड कॉल्स, Jio को टक्कर देने के लिए 349 रुपये प्लान में बदलाव","एयरटेल के कस्टमर्स को मिल रहा है 30GB फ्री 4G डेटा, यहां जानें कैसे मिलेगा?","Airtel का नया टैरिफ प्लान, मिल रहा है 164GB 4G डेटा ऑर फ्री वायस कॉल","झूठे विज्ञापनों को लेकर Jio ने डाली याचिका, दिल्ली हाईकोर्ट ने Airtel को लगाई फटकार",अपने नए विज्ञापन में जानकारी को स्पष्ट करेगी Airtel
1824,"हॉरर कॊमेडी फिल्म 'नानू की जानू' में अभय देओल और पत्रलेखा का दिखेगा अलग अंदाज, देखिए ये खास बातचीत"," फिल्म 'अक्टूबर' के हीरो वरुण धवन, हीरोइन बनीता संधू और निर्देशक शूजीत सरकार से खास बातचीत",'न्यूटन' को 2 नेशनल अवॉर्ड से नवाजे जाने पर फिल्म के निर्देशक अमित मसूरकर ने की एबीपी न्यूज से बातचीत,"कॉम्पिटिशन की खबरों को लेकर बोले अभय देओल, हमारे पास बहुत बड़ी ऑडियंस है","दिवंगत श्रीदेवी को फिल्म 'मॉम' के लिए मिला बेस्ट एक्ट्रेस का नेशनल अवॉर्ड, निर्देशक रवि उदयावर ने खास बातचीत",अपनी कामयाब फिल्म 'सिंघम' से प्रेरित होकर रोहित शेट्टी ने‌ लॉन्च की एनिमेटेड सीरिज 'लिटिल सिंघम',सुशांत सिंह राजपूत और भूमि पेडनेकर की ‘सोन चिरैया’ की शूटिंग पूरी
1825,आईपीएल मैच पर सट्टा लगाने वाले तीन सटोरिये गिरफ्तार,आईपीएल मैच पर सट्टा लगाने वाले तीन सटोरिये गिरफ्तार,"J&K: बॉर्डर से सटे इलाकों में बने 102 बंकर, फायरिंग के वक्त करते हैं मदद","दिल्ली में कार चोरी के गैंग का पर्दाफाश, 16 लग्जरी कारें बरामद, चार गिरफ्तार","दिल्ली एनसीआर से गाड़ियां चुराकर मणिपुर में बेचते थे, 16 लक्जरी गाड़ियां हुईं बरामद",नीली बत्ती लगी गाड़ी में आए बदमाश और लूट लिए करोड़ों रुपए के  जेवरात ,"कपड़ो को लेकर ट्रोल हुई दिव्यांका ने दिया मुंहतोड़ जवाब, कहा- अजंता-एलोरा जाओ और देखो"
1826,उन्नाव केस: रोते हुए पीड़ित की बहन बोली- अब भी हमसे ही सवाल पूछे जा रहे हैं,बहन खुशी और पापा बोनी के साथ अर्जुन के घर डिनर करने पहुंची जाह्नवी,मास्टर स्ट्रोक: उन्नाव रेप केस को लेकर योगी सरकार से 10 सवाल,उन्नाव गैंगरेप कांड : जानिए इस केस से जुड़े हर सवाल का जवाब,"पीली साड़ी में बहन के कलेक्शन लॉन्च पर पहुंचीं ईशा गुप्ता, देखें तस्वीरें",उन्नाव गैंगरेप केस: आरोपी बीजेपी विधायक कुलदीप सेंगर से सीबीआई ने 8 घंटे में पूछे ये 21 सवाल,उन्नाव गैंगरेप केस में अब तक क्या क्या हुआ ? देखिए
1827,दीपिका पादुकोण का 'पद्मावत' लुक वेडिंग सीजन में हिट,"'ब्लैकमेल' से नहीं इंप्रेस हुए दर्शक, जानें- इरफान खान की इस फिल्म का कलेक्शन",दीपिका पादुकोण का 'पद्मावत' लुक वेडिंग सीजन में हिट,UP: योगी सरकार ने किया 35 आईएएस अधिकारियों का तबादला ,पीयूष गोयल के परिवार के कारोबारी हितों की जांच हो: कांग्रेस,पीयूष गोयल के परिवार के कारोबारी हितों की जांच हो: कांग्रेस,पीयूष गोयल के परिवार के कारोबारी हितों की जांच हो: कांग्रेस
1828,"छोटी बहन ने परिवार की मर्जी के खिलाफ की थी शादी, भाई ने जीजा को मार दी गोली",उन्नाव गैंगरेप मामले में आरोपी बीजेपी विधायक कुलदीप सेंगर का भाई अतुल सेंगर गिरफ्तार,"गोरखपुर: पानवाले पर आया शिक्षिका का दिल, करा दी पति की हत्या","गोरखपुर: पानवाले पर आया शिक्षिका का दिल, करा दी पति की हत्या",उन्नाव गैंगरेप मामले में आरोपी बीजेपी विधायक कुलदीप सेंगर का भाई अतुल सेंगर गिरफ्तार,"लड़की ने अगवा करने वाले शख्स से की शादी, पुलिस ने ढूंढ निकाला","उन्नाव गैंगरेप केस की जांच करेगी एसआईटी, पुलिस ने कहा- पीड़ित के पिता की कस्टडी में नहीं हुई मौत"
1829,नीली बत्ती लगी गाड़ी में आए बदमाश और लूट लिए करोड़ों रुपए के  जेवरात ,"नोएडा पुलिस ने मुठभेड़ में बदमाशों को दिया मुंहतोड़ जवाब, लूट ली थी ओला कैब","उत्तर प्रदेश : वाराणसी पुलिस के हत्थे चढ़ा 25 हजार का इनामी बदमाश, दर्ज थे कई संगीन मामले","पुलिस और बदमाशों के बीच मुठभेड़, गोली लगने से दो बदमाश हुए घायल","बदायूं पुलिस से मुठभेड़ के दौरान हत्थे चढ़ा इनामी बदमाश, दर्ज थे कई संगीन मामले","दिल्ली में कार चोरी के गैंग का पर्दाफाश, 16 लग्जरी कारें बरामद, चार गिरफ्तार","लाखों की अफीम के साथ 3 तस्कर गिरफ्तार, पश्चिम बंगाल से थे संबंध"
1830,उन्नाव केस: विवादित बयान देने वाले बलिया के बीजेपी MLA ने कहा-विधायक और पीड़ित का नार्को टेस्ट हो,उन्नाव रेप केस: बीजेपी विधायक का विवादित बयान- क्या 3 बच्चों की मां से कोई रेप करता है?,"BJP विधायक सुरेंद्र सिंह का विवादित बयान, कहा- ‘2019 का लोकसभा चुनाव इस्लाम बनाम भगवान के बीच होगा’","BJP विधायक सुरेंद्र सिंह का विवादित बयान, कहा- ‘2019 का लोकसभा चुनाव इस्लाम बनाम भगवान के बीच होगा’","BJP विधायक सुरेंद्र सिंह का विवादित बयान, कहा- ‘2019 का लोकसभा चुनाव इस्लाम बनाम भगवान के बीच होगा’",उन्नाव गैंगरेप: आरोपी विधायक की गिरफ्तारी के बाद पीड़िता के परिवार बयान,"BJP विधायक सुरेंद्र सिंह का विवादित बयान, कहा- ‘2019 का लोकसभा चुनाव इस्लाम बनाम भगवान के बीच होगा’"
1831,"आईपीएल मैच पर सट्टा लगाने वाले तीन सटोरिए गिरफ्तार, लगी थी 92 लाख रुपए की बेट",आईपीएल मैच पर सट्टा लगाने वाले तीन सटोरिये गिरफ्तार,"J&K: बॉर्डर से सटे इलाकों में बने 102 बंकर, फायरिंग के वक्त करते हैं मदद","दिल्ली में कार चोरी के गैंग का पर्दाफाश, 16 लग्जरी कारें बरामद, चार गिरफ्तार","दिल्ली एनसीआर से गाड़ियां चुराकर मणिपुर में बेचते थे, 16 लक्जरी गाड़ियां हुईं बरामद",नीली बत्ती लगी गाड़ी में आए बदमाश और लूट लिए करोड़ों रुपए के  जेवरात ,"कपड़ो को लेकर ट्रोल हुई दिव्यांका ने दिया मुंहतोड़ जवाब, कहा- अजंता-एलोरा जाओ और देखो"
1832,RRvsDD: बारिश ने खत्म किया आईपीएल 2018 में राजस्थान रॉयल्स के जीत का सूखा,IPL 2018: दिल्ली के खिलाफ जीत को अजिंक्य रहाणे ने बताया शानदार शुरूआत,"IPL 11: घर वापसी में राजस्थान रॉयल्स ने दिखाया दम, डकवर्थ लुइस नियम के मुताबिक दिल्ली की 10 रनों से हार",SRHvRR: गेंदबाज़ों और शिखर धवन के कमाल से हैदराबाद की विजयी शुरूआत,IPL 2018 SRH Vs RR: शिखर धवन की तूफानी पारी की बदौलत 9 विकेट से जीता हैदराबाद,"टीवी सीरियल्स की हर खबर के लिए देखिए, सास, बहू और साजिश","सीरियल की हर खबर के लिए देखिए, 'सास, बहू और साजिश' "
1833,"स्कूल से घर लौट रही नाबालिग छात्रा से रेप, सड़क से उठा ले गया था आरोपी",उत्तर प्रदेश: भाई के साथ मेला देखकर लौट रही किशोरी से 7 लोगों ने किया गैंगरेप,"बलरामपुर: दोस्तों से मिलने गया था छात्र, अगले दिन बरामद हुआ अधजला शव","यूपी: आश्रम में खाना बनवाने ले गया था बाबा, दो साल तक करता रहा रेप",पुलिस छापेमारी के दौरान इमारत से गिर कर दो सेक्स वर्करों की मौत,"गोरखपुर: पानवाले पर आया शिक्षिका का दिल, करा दी पति की हत्या","गोरखपुर: पानवाले पर आया शिक्षिका का दिल, करा दी पति की हत्या"
1834,"'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतरिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें","41 साल की उम्र में इतनी फिट रहने के लिए क्या करती हैं यह बॉलीवुड अभिनेत्री, जानिए",हॉट अदाकारा किम कर्दाशियां ने इंस्टाग्राम पर सनबाथ लेते तस्वीरों को किया शेयर,"सुरवीन चावला ने समंदर के बीचों-बीच बोट पर करवाया फोटोशूट, देखें तस्वीरें","मनीष मल्होत्रा ने किया खुलासा, मौत से कुछ वक्त पहले श्रीदेवी ने की थी ये बात","लंबे अर्से बाद मुंबई में शूटिंग करते हुए नजर आईं मल्लिका शेरावत, देखें तस्वीरें","41 साल की उम्र में इतनी फिट रहने के लिए क्या करती हैं यह बॉलीवुड अभिनेत्री, जानिए"
1835,बजट सत्र न चलने के विरोध में आज पीएम मोदी के साथ बीजेपी के सांसद और मंत्री रखेंगे उपवास,"बजट सत्र न चलने देने के विरोध में मोदी के साथ बीजेपी मंत्री, सांसदों का उपवास आज","पीएम मोदी के एक दिन के उपवास को कांग्रेस ने बताया ढोंग, कहा- देश से माफी मांगे बीजेपी",बजट सत्र न चलने के विरोध में आज पीएम मोदी समेत बीजेपी के सांसद और मंत्री करेंगे उपवास,बजट सत्र न चलने के विरोध में आज पीएम मोदी समेत बीजेपी के मंत्री और नेता करेंगे उपवास,"पीएम मोदी ने BJP सांसदों से कहा- अपने क्षेत्रों में रखें उपवास, जनता को विपक्ष के हंगामेदार रुख के बारे में बताएं","LIVE: विपक्ष के खिलाफ आज मोदी सरकार का उपवास शुरू, देशभर से आ रही हैं तस्वीरें"
1836,"'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतरिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें","'स्टुडेंट ऑफ द ईयर 2' में दिखेंगी तारा सुतारिया, विनोद मेहरा के बेटे को कर रही हैं डेट, यहां देखें","अनन्या पांडे 12वीं में ही सेलेक्ट हो गईं थी SOTY 2 के ऑडिशंस में, जानिए कौन हैं ये",चंकी पांडे की बेटी अनन्या पांडे की फिल्म 'स्टूडेंट ऑफ द ईयर 2' का फर्स्ट लुक जारी,Confirmed: टाइगर श्रॉफ के साथ 'स्टूडेंट ऑफ द ईयर 2' में दिखेंगी अनन्या पांडे और तारा सुतारिया,चंकी पांडे की बेटी अनन्या पांडे की फिल्म 'स्टूडेंट ऑफ द ईयर 2' का फर्स्ट लुक जारी,टीवी एक्ट्रेस अंकिता शर्मा ने कुछ इस अंदाज में किया गर्मियों का स्वागत
1837,IPL 2018: दिल्ली के खिलाफ जीत को अजिंक्य रहाणे ने बताया शानदार शुरूआत,"IPL 11: घर वापसी में राजस्थान रॉयल्स ने दिखाया दम, डकवर्थ लुइस नियम के मुताबिक दिल्ली की 10 रनों से हार",IPL 11: मैच गंवाने के बाद गौतम गंभीर ने बताई हार की वजह,SRHvRR: गेंदबाज़ों और शिखर धवन के कमाल से हैदराबाद की विजयी शुरूआत,IPL 2018 SRH Vs RR: शिखर धवन की तूफानी पारी की बदौलत 9 विकेट से जीता हैदराबाद,BLOG: आक्रामकता नहीं संयम को बनाया है धोनी ने अपनी सबसे बड़ी ताकत,"आईपीएल-11: बेंगलोर ने खोला जीत का खाता, पंजाब को दी मात"
